gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
10,0.674183,0.444083,0.444083,0.444083,0.432581,0.549731,0.549731,0.565263,0.565263,0.565263,0.444083,0.444083,0.444083,0.432581,0.549731,0.549731,0.565263,0.565263,0.565263,0.444083,0.444083,0.444083,0.432581,0.549731,0.549731,0.565263,0.565263,0.565263,0.444083,0.444083,0.444083,0.544885,0.549731,0.549731,0.680821,0.680821,0.680821,0.444083,0.444083,0.444083,0.544885,0.549731,0.549731,0.680821,0.680821,0.680821,0.444083,0.444083,0.444083,0.544885,0.549731,0.549731,0.680821,0.680821,0.680821,0.444083,0.444083,0.444083,0.65953,0.549731,0.549731,0.797477,0.797477,0.797477,0.444083,0.444083,0.444083,0.65953,0.549731,0.549731,0.797477,0.797477,0.797477,0.444083,0.444083,0.444083,0.65953,0.549731,0.549731,0.797477,0.797477,0.797477
11,0.75557,0.513577,0.513577,0.513577,0.488926,0.620571,0.620571,0.623383,0.623383,0.623383,0.513577,0.513577,0.513577,0.488926,0.620571,0.620571,0.623383,0.623383,0.623383,0.513577,0.513577,0.513577,0.488926,0.620571,0.620571,0.623383,0.623383,0.623383,0.513577,0.513577,0.513577,0.616297,0.620571,0.620571,0.75361,0.75361,0.75361,0.513577,0.513577,0.513577,0.616297,0.620571,0.620571,0.75361,0.75361,0.75361,0.513577,0.513577,0.513577,0.616297,0.620571,0.620571,0.75361,0.75361,0.75361,0.513577,0.513577,0.513577,0.745859,0.620571,0.620571,0.884902,0.884902,0.884902,0.513577,0.513577,0.513577,0.745859,0.620571,0.620571,0.884902,0.884902,0.884902,0.513577,0.513577,0.513577,0.745859,0.620571,0.620571,0.884902,0.884902,0.884902
12,0.839869,0.585785,0.585785,0.585785,0.547852,0.694545,0.694545,0.683855,0.683855,0.683855,0.585785,0.585785,0.585785,0.547852,0.694545,0.694545,0.683855,0.683855,0.683855,0.585785,0.585785,0.585785,0.547852,0.694545,0.694545,0.683855,0.683855,0.683855,0.585785,0.585785,0.585785,0.690948,0.694545,0.694545,0.829252,0.829252,0.829252,0.585785,0.585785,0.585785,0.690948,0.694545,0.694545,0.829252,0.829252,0.829252,0.585785,0.585785,0.585785,0.690948,0.694545,0.694545,0.829252,0.829252,0.829252,0.585785,0.585785,0.585785,0.835404,0.694545,0.694545,0.975967,0.975967,0.975967,0.585785,0.585785,0.585785,0.835404,0.694545,0.694545,0.975967,0.975967,0.975967,0.585785,0.585785,0.585785,0.835404,0.694545,0.694545,0.975967,0.975967,0.975967
13,0.927185,0.661354,0.661354,0.661354,0.60962,0.771647,0.771647,0.746857,0.746857,0.746857,0.661354,0.661354,0.661354,0.60962,0.771647,0.771647,0.746857,0.746857,0.746857,0.661354,0.661354,0.661354,0.60962,0.771647,0.771647,0.746857,0.746857,0.746857,0.661354,0.661354,0.661354,0.768656,0.771647,0.771647,0.908028,0.908028,0.908028,0.661354,0.661354,0.661354,0.768656,0.771647,0.771647,0.908028,0.908028,0.908028,0.661354,0.661354,0.661354,0.768656,0.771647,0.771647,0.908028,0.908028,0.908028,0.661354,0.661354,0.661354,0.928653,0.771647,0.771647,1.0707,1.0707,1.0707,0.661354,0.661354,0.661354,0.928653,0.771647,0.771647,1.0707,1.0707,1.0707,0.661354,0.661354,0.661354,0.928653,0.771647,0.771647,1.0707,1.0707,1.0707
14,1.01763,0.740576,0.740576,0.740576,0.674141,0.851871,0.851871,0.812304,0.812304,0.812304,0.740576,0.740576,0.740576,0.674141,0.851871,0.851871,0.812304,0.812304,0.812304,0.740576,0.740576,0.740576,0.674141,0.851871,0.851871,0.812304,0.812304,0.812304,0.740576,0.740576,0.740576,0.849221,0.851871,0.851871,0.989998,0.989998,0.989998,0.740576,0.740576,0.740576,0.849221,0.851871,0.851871,0.989998,0.989998,0.989998,0.740576,0.740576,0.740576,0.849221,0.851871,0.851871,0.989998,0.989998,0.989998,0.740576,0.740576,0.740576,1.02625,0.851871,0.851871,1.16931,1.16931,1.16931,0.740576,0.740576,0.740576,1.02625,0.851871,0.851871,1.16931,1.16931,1.16931,0.740576,0.740576,0.740576,1.02625,0.851871,0.851871,1.16931,1.16931,1.16931
15,1.1113,0.823112,0.823112,0.823112,0.741397,0.935613,0.935613,0.880374,0.880374,0.880374,0.823112,0.823112,0.823112,0.741397,0.935613,0.935613,0.880374,0.880374,0.880374,0.823112,0.823112,0.823112,0.741397,0.935613,0.935613,0.880374,0.880374,0.880374,0.823112,0.823112,0.823112,0.93313,0.935613,0.935613,1.07521,1.07521,1.07521,0.823112,0.823112,0.823112,0.93313,0.935613,0.935613,1.07521,1.07521,1.07521,0.823112,0.823112,0.823112,0.93313,0.935613,0.935613,1.07521,1.07521,1.07521,0.823112,0.823112,0.823112,1.12783,0.935613,0.935613,1.27184,1.27184,1.27184,0.823112,0.823112,0.823112,1.12783,0.935613,0.935613,1.27184,1.27184,1.27184,0.823112,0.823112,0.823112,1.12783,0.935613,0.935613,1.27184,1.27184,1.27184
16,1.20833,0.909202,0.909202,0.909202,0.81108,1.02285,1.02285,0.951174,0.951174,0.951174,0.909202,0.909202,0.909202,0.81108,1.02285,1.02285,0.951174,0.951174,0.951174,0.909202,0.909202,0.909202,0.81108,1.02285,1.02285,0.951174,0.951174,0.951174,0.909202,0.909202,0.909202,1.02086,1.02285,1.02285,1.16387,1.16387,1.16387,0.909202,0.909202,0.909202,1.02086,1.02285,1.02285,1.16387,1.16387,1.16387,0.909202,0.909202,0.909202,1.02086,1.02285,1.02285,1.16387,1.16387,1.16387,0.909202,0.909202,0.909202,1.23354,1.02285,1.02285,1.37829,1.37829,1.37829,0.909202,0.909202,0.909202,1.23354,1.02285,1.02285,1.37829,1.37829,1.37829,0.909202,0.909202,0.909202,1.23354,1.02285,1.02285,1.37829,1.37829,1.37829
17,1.30884,0.999009,0.999009,0.999009,0.883499,1.11362,1.11362,1.02477,1.02477,1.02477,0.999009,0.999009,0.999009,0.883499,1.11362,1.11362,1.02477,1.02477,1.02477,0.999009,0.999009,0.999009,0.883499,1.11362,1.11362,1.02477,1.02477,1.02477,0.999009,0.999009,0.999009,1.11212,1.11362,1.11362,1.25604,1.25604,1.25604,0.999009,0.999009,0.999009,1.11212,1.11362,1.11362,1.25604,1.25604,1.25604,0.999009,0.999009,0.999009,1.11212,1.11362,1.11362,1.25604,1.25604,1.25604,0.999009,0.999009,0.999009,1.34331,1.11362,1.11362,1.4888,1.4888,1.4888,0.999009,0.999009,0.999009,1.34331,1.11362,1.11362,1.4888,1.4888,1.4888,0.999009,0.999009,0.999009,1.34331,1.11362,1.11362,1.4888,1.4888,1.4888
18,1.41294,1.09251,1.09251,1.09251,0.958985,1.20806,1.20806,1.10125,1.10125,1.10125,1.09251,1.09251,1.09251,0.958985,1.20806,1.20806,1.10125,1.10125,1.10125,1.09251,1.09251,1.09251,0.958985,1.20806,1.20806,1.10125,1.10125,1.10125,1.09251,1.09251,1.09251,1.2071,1.20806,1.20806,1.35171,1.35171,1.35171,1.09251,1.09251,1.09251,1.2071,1.20806,1.20806,1.35171,1.35171,1.35171,1.09251,1.09251,1.09251,1.2071,1.20806,1.20806,1.35171,1.35171,1.35171,1.09251,1.09251,1.09251,1.45721,1.20806,1.20806,1.60359,1.60359,1.60359,1.09251,1.09251,1.09251,1.45721,1.20806,1.20806,1.60359,1.60359,1.60359,1.09251,1.09251,1.09251,1.45721,1.20806,1.20806,1.60359,1.60359,1.60359
19,1.52076,1.18984,1.18984,1.18984,1.03771,1.30627,1.30627,1.18087,1.18087,1.18087,1.18984,1.18984,1.18984,1.03771,1.30627,1.30627,1.18087,1.18087,1.18087,1.18984,1.18984,1.18984,1.03771,1.30627,1.30627,1.18087,1.18087,1.18087,1.18984,1.18984,1.18984,1.30576,1.30627,1.30627,1.451,1.451,1.451,1.18984,1.18984,1.18984,1.30576,1.30627,1.30627,1.451,1.451,1.451,1.18984,1.18984,1.18984,1.30576,1.30627,1.30627,1.451,1.451,1.451,1.18984,1.18984,1.18984,1.57558,1.30627,1.30627,1.72281,1.72281,1.72281,1.18984,1.18984,1.18984,1.57558,1.30627,1.30627,1.72281,1.72281,1.72281,1.18984,1.18984,1.18984,1.57558,1.30627,1.30627,1.72281,1.72281,1.72281
20,1.63244,1.29113,1.29113,1.29113,1.11957,1.40829,1.40829,1.26353,1.26353,1.26353,1.29113,1.29113,1.29113,1.11957,1.40829,1.40829,1.26353,1.26353,1.26353,1.29113,1.29113,1.29113,1.11957,1.40829,1.40829,1.26353,1.26353,1.26353,1.29113,1.29113,1.29113,1.40809,1.40829,1.40829,1.55409,1.55409,1.55409,1.29113,1.29113,1.29113,1.40809,1.40829,1.40829,1.55409,1.55409,1.55409,1.29113,1.29113,1.29113,1.40809,1.40829,1.40829,1.55409,1.55409,1.55409,1.29113,1.29113,1.29113,1.69873,1.40829,1.40829,1.84661,1.84661,1.84661,1.29113,1.29113,1.29113,1.69873,1.40829,1.40829,1.84661,1.84661,1.84661,1.29113,1.29113,1.29113,1.69873,1.40829,1.40829,1.84661,1.84661,1.84661
21,1.74812,1.39644,1.39644,1.39644,1.20472,1.51432,1.51432,1.3493,1.3493,1.3493,1.39644,1.39644,1.39644,1.20472,1.51432,1.51432,1.3493,1.3493,1.3493,1.39644,1.39644,1.39644,1.20472,1.51432,1.51432,1.3493,1.3493,1.3493,1.39644,1.39644,1.39644,1.51427,1.51432,1.51432,1.66115,1.66115,1.66115,1.39644,1.39644,1.39644,1.51427,1.51432,1.51432,1.66115,1.66115,1.66115,1.39644,1.39644,1.39644,1.51427,1.51432,1.51432,1.66115,1.66115,1.66115,1.39644,1.39644,1.39644,1.82674,1.51432,1.51432,1.97523,1.97523,1.97523,1.39644,1.39644,1.39644,1.82674,1.51432,1.51432,1.97523,1.97523,1.97523,1.39644,1.39644,1.39644,1.82674,1.51432,1.51432,1.97523,1.97523,1.97523
22,1.86794,1.50593,1.50593,1.50593,1.29316,1.62452,1.62452,1.4383,1.4383,1.4383,1.50593,1.50593,1.50593,1.29316,1.62452,1.62452,1.4383,1.4383,1.4383,1.50593,1.50593,1.50593,1.29316,1.62452,1.62452,1.4383,1.4383,1.4383,1.50593,1.50593,1.50593,1.62475,1.62452,1.62452,1.7723,1.7723,1.7723,1.50593,1.50593,1.50593,1.62475,1.62452,1.62452,1.7723,1.7723,1.7723,1.50593,1.50593,1.50593,1.62475,1.62452,1.62452,1.7723,1.7723,1.7723,1.50593,1.50593,1.50593,1.95969,1.62452,1.62452,2.10867,2.10867,2.10867,1.50593,1.50593,1.50593,1.95969,1.62452,1.62452,2.10867,2.10867,2.10867,1.50593,1.50593,1.50593,1.95969,1.62452,1.62452,2.10867,2.10867,2.10867
23,1.99205,1.61977,1.61977,1.61977,1.38488,1.73898,1.73898,1.53066,1.53066,1.53066,1.61977,1.61977,1.61977,1.38488,1.73898,1.73898,1.53066,1.53066,1.53066,1.61977,1.61977,1.61977,1.38488,1.73898,1.73898,1.53066,1.53066,1.53066,1.61977,1.61977,1.61977,1.73961,1.73898,1.73898,1.88772,1.88772,1.88772,1.61977,1.61977,1.61977,1.73961,1.73898,1.73898,1.88772,1.88772,1.88772,1.61977,1.61977,1.61977,1.73961,1.73898,1.73898,1.88772,1.88772,1.88772,1.61977,1.61977,1.61977,2.09769,1.73898,1.73898,2.24712,2.24712,2.24712,1.61977,1.61977,1.61977,2.09769,1.73898,1.73898,2.24712,2.24712,2.24712,1.61977,1.61977,1.61977,2.09769,1.73898,1.73898,2.24712,2.24712,2.24712
24,2.1206,1.73804,1.73804,1.73804,1.48003,1.85787,1.85787,1.62658,1.62658,1.62658,1.73804,1.73804,1.73804,1.48003,1.85787,1.85787,1.62658,1.62658,1.62658,1.73804,1.73804,1.73804,1.48003,1.85787,1.85787,1.62658,1.62658,1.62658,1.73804,1.73804,1.73804,1.85893,1.85787,1.85787,2.00757,2.00757,2.00757,1.73804,1.73804,1.73804,1.85893,1.85787,1.85787,2.00757,2.00757,2.00757,1.73804,1.73804,1.73804,1.85893,1.85787,1.85787,2.00757,2.00757,2.00757,1.73804,1.73804,1.73804,2.24087,1.85787,1.85787,2.39088,2.39088,2.39088,1.73804,1.73804,1.73804,2.24087,1.85787,1.85787,2.39088,2.39088,2.39088,1.73804,1.73804,1.73804,2.24087,1.85787,1.85787,2.39088,2.39088,2.39088
25,2.25375,1.86092,1.86092,1.86092,1.57891,1.98132,1.98132,1.72616,1.72616,1.72616,1.86092,1.86092,1.86092,1.57891,1.98132,1.98132,1.72616,1.72616,1.72616,1.86092,1.86092,1.86092,1.57891,1.98132,1.98132,1.72616,1.72616,1.72616,1.86092,1.86092,1.86092,1.98282,1.98132,1.98132,2.13189,2.13189,2.13189,1.86092,1.86092,1.86092,1.98282,1.98132,1.98132,2.13189,2.13189,2.13189,1.86092,1.86092,1.86092,1.98282,1.98132,1.98132,2.13189,2.13189,2.13189,1.86092,1.86092,1.86092,2.38954,1.98132,1.98132,2.54009,2.54009,2.54009,1.86092,1.86092,1.86092,2.38954,1.98132,1.98132,2.54009,2.54009,2.54009,1.86092,1.86092,1.86092,2.38954,1.98132,1.98132,2.54009,2.54009,2.54009
26,2.39167,1.98857,1.98857,1.98857,1.68171,2.10948,2.10948,1.82953,1.82953,1.82953,1.98857,1.98857,1.98857,1.68171,2.10948,2.10948,1.82953,1.82953,1.82953,1.98857,1.98857,1.98857,1.68171,2.10948,2.10948,1.82953,1.82953,1.82953,1.98857,1.98857,1.98857,2.11137,2.10948,2.10948,2.26086,2.26086,2.26086,1.98857,1.98857,1.98857,2.11137,2.10948,2.10948,2.26086,2.26086,2.26086,1.98857,1.98857,1.98857,2.11137,2.10948,2.10948,2.26086,2.26086,2.26086,1.98857,1.98857,1.98857,2.54389,2.10948,2.10948,2.69491,2.69491,2.69491,1.98857,1.98857,1.98857,2.54389,2.10948,2.10948,2.69491,2.69491,2.69491,1.98857,1.98857,1.98857,2.54389,2.10948,2.10948,2.69491,2.69491,2.69491
27,2.53452,2.12112,2.12112,2.12112,1.78852,2.24253,2.24253,1.93685,1.93685,1.93685,2.12112,2.12112,2.12112,1.78852,2.24253,2.24253,1.93685,1.93685,1.93685,2.12112,2.12112,2.12112,1.78852,2.24253,2.24253,1.93685,1.93685,1.93685,2.12112,2.12112,2.12112,2.24474,2.24253,2.24253,2.39476,2.39476,2.39476,2.12112,2.12112,2.12112,2.24474,2.24253,2.24253,2.39476,2.39476,2.39476,2.12112,2.12112,2.12112,2.24474,2.24253,2.24253,2.39476,2.39476,2.39476,2.12112,2.12112,2.12112,2.7041,2.24253,2.24253,2.85552,2.85552,2.85552,2.12112,2.12112,2.12112,2.7041,2.24253,2.24253,2.85552,2.85552,2.85552,2.12112,2.12112,2.12112,2.7041,2.24253,2.24253,2.85552,2.85552,2.85552
28,2.68248,2.25875,2.25875,2.25875,1.89941,2.38061,2.38061,2.04821,2.04821,2.04821,2.25875,2.25875,2.25875,1.89941,2.38061,2.38061,2.04821,2.04821,2.04821,2.25875,2.25875,2.25875,1.89941,2.38061,2.38061,2.04821,2.04821,2.04821,2.25875,2.25875,2.25875,2.38319,2.38061,2.38061,2.53372,2.53372,2.53372,2.25875,2.25875,2.25875,2.38319,2.38061,2.38061,2.53372,2.53372,2.53372,2.25875,2.25875,2.25875,2.38319,2.38061,2.38061,2.53372,2.53372,2.53372,2.25875,2.25875,2.25875,2.87034,2.38061,2.38061,3.02216,3.02216,3.02216,2.25875,2.25875,2.25875,2.87034,2.38061,2.38061,3.02216,3.02216,3.02216,2.25875,2.25875,2.25875,2.87034,2.38061,2.38061,3.02216,3.02216,3.02216
29,2.83574,2.40162,2.40162,2.40162,2.01452,2.52383,2.52383,2.1637,2.1637,2.1637,2.40162,2.40162,2.40162,2.01452,2.52383,2.52383,2.1637,2.1637,2.1637,2.40162,2.40162,2.40162,2.01452,2.52383,2.52383,2.1637,2.1637,2.1637,2.40162,2.40162,2.40162,2.52691,2.52383,2.52383,2.67788,2.67788,2.67788,2.40162,2.40162,2.40162,2.52691,2.52383,2.52383,2.67788,2.67788,2.67788,2.40162,2.40162,2.40162,2.52691,2.52383,2.52383,2.67788,2.67788,2.67788,2.40162,2.40162,2.40162,3.04282,2.52383,2.52383,3.19496,3.19496,3.19496,2.40162,2.40162,2.40162,3.04282,2.52383,2.52383,3.19496,3.19496,3.19496,2.40162,2.40162,2.40162,3.04282,2.52383,2.52383,3.19496,3.19496,3.19496
