gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
185,333.167,304.413,304.413,304.413,304.387,304.387,304.387,304.356,304.356,304.356,304.321,304.321,304.321,304.285,304.285,304.285
186,342.977,313.429,313.429,313.429,313.403,313.403,313.403,313.372,313.372,313.372,313.337,313.337,313.337,313.302,313.302,313.302
187,353.075,322.709,322.709,322.709,322.683,322.683,322.683,322.652,322.652,322.652,322.617,322.617,322.617,322.581,322.581,322.581
188,363.469,332.26,332.26,332.26,332.233,332.233,332.233,332.202,332.202,332.202,332.167,332.167,332.167,332.132,332.132,332.132
189,374.167,342.089,342.089,342.089,342.062,342.062,342.062,342.031,342.031,342.031,341.996,341.996,341.996,341.96,341.96,341.96
190,385.179,352.203,352.203,352.203,352.176,352.176,352.176,352.145,352.145,352.145,352.11,352.11,352.11,352.074,352.074,352.074
191,396.513,362.609,362.609,362.609,362.582,362.582,362.582,362.551,362.551,362.551,362.516,362.516,362.516,362.479,362.479,362.479
192,408.179,373.315,373.315,373.315,373.288,373.288,373.288,373.257,373.257,373.257,373.221,373.221,373.221,373.185,373.185,373.185
193,420.188,384.326,384.326,384.326,384.299,384.299,384.299,384.267,384.267,384.267,384.231,384.231,384.231,384.195,384.195,384.195
194,432.548,395.646,395.646,395.646,395.619,395.619,395.619,395.587,395.587,395.587,395.552,395.552,395.552,395.515,395.515,395.515
195,445.271,407.275,407.275,407.275,407.248,407.248,407.248,407.216,407.216,407.216,407.179,407.179,407.179,407.141,407.141,407.141
196,458.366,419.168,419.168,419.168,419.139,419.139,419.139,419.106,419.106,419.106,419.068,419.068,419.068,419.03,419.03,419.03
197,471.845,431.336,431.336,431.336,431.306,431.306,431.306,431.271,431.271,431.271,431.234,431.234,431.234,431.195,431.195,431.195
198,485.719,443.861,443.861,443.861,443.832,443.832,443.832,443.797,443.797,443.797,443.759,443.759,443.759,443.72,443.72,443.72
199,500,456.826,456.826,456.826,456.795,456.795,456.795,456.758,456.758,456.758,456.716,456.716,456.716,456.673,456.673,456.673
