gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],VF[7],VF[8],VF[9],VF[10],VF[11],VF[12],VF[13],VF[14],VF[15],VF[16],VF[17],VF[18],VF[19],VF[20],VF[21],VF[22],VF[23],VF[24],VF[25],VF[26],VF[27],VF[28],VF[29],VF[30],VF[31],VF[32],VF[33],VF[34],VF[35],VF[36],VF[37],VF[38],VF[39],VF[40],VF[41],VF[42],VF[43],VF[44],VF[45],VF[46],VF[47],VF[48]
308,30.5446,-0.885456,-0.877853,-0.870361,-0.862974,-0.855696,-0.848519,-0.841443,-0.879634,-0.872117,-0.864708,-0.857402,-0.850202,-0.843101,-0.836099,-0.873008,-0.865584,-0.858268,-0.851054,-0.843944,-0.836932,-0.830018,-0.865415,-0.8581,-0.850891,-0.84378,-0.836772,-0.829859,-0.823041,-0.856697,-0.849507,-0.842418,-0.835425,-0.828533,-0.821732,-0.815026,-0.846678,-0.839628,-0.832677,-0.825819,-0.819059,-0.812388,-0.805808,-0.835149,-0.82826,-0.821466,-0.814764,-0.808155,-0.801633,-0.795199
309,30.8593,-0.877784,-0.870216,-0.862758,-0.855405,-0.84816,-0.841017,-0.833974,-0.872049,-0.864565,-0.857189,-0.849916,-0.842749,-0.835681,-0.828712,-0.865517,-0.858126,-0.850842,-0.84366,-0.836582,-0.829602,-0.82272,-0.858034,-0.850751,-0.843572,-0.836493,-0.829515,-0.822633,-0.815846,-0.849442,-0.842281,-0.835222,-0.828259,-0.821396,-0.814625,-0.807948,-0.839564,-0.832543,-0.82562,-0.81879,-0.812058,-0.805415,-0.798863,-0.828197,-0.821335,-0.814568,-0.807891,-0.801309,-0.794814,-0.788406
310,31.177,-0.870151,-0.862616,-0.855193,-0.847874,-0.840664,-0.833554,-0.826545,-0.864501,-0.857051,-0.849708,-0.842468,-0.835335,-0.8283,-0.821364,-0.858063,-0.850704,-0.843453,-0.836302,-0.829257,-0.822309,-0.815459,-0.850689,-0.843437,-0.836289,-0.829241,-0.822295,-0.815443,-0.808687,-0.84222,-0.835089,-0.828059,-0.821126,-0.814293,-0.807552,-0.800904,-0.832483,-0.82549,-0.818595,-0.811794,-0.80509,-0.798476,-0.791952,-0.821276,-0.81444,-0.8077,-0.80105,-0.794495,-0.788026,-0.781645
311,31.4978,-0.862555,-0.855056,-0.847667,-0.840382,-0.833206,-0.82613,-0.819156,-0.856991,-0.849574,-0.842265,-0.835059,-0.827958,-0.820957,-0.814054,-0.850645,-0.843319,-0.8361,-0.828982,-0.821969,-0.815053,-0.808235,-0.843379,-0.836158,-0.829042,-0.822025,-0.81511,-0.80829,-0.801565,-0.835032,-0.827931,-0.820932,-0.814029,-0.807225,-0.800514,-0.793896,-0.825433,-0.818469,-0.811603,-0.804831,-0.798155,-0.791569,-0.785074,-0.814385,-0.807576,-0.800863,-0.79424,-0.787711,-0.781269,-0.774915
312,31.8218,-0.854999,-0.847534,-0.840179,-0.832929,-0.825788,-0.818746,-0.811807,-0.849518,-0.842135,-0.83486,-0.827687,-0.82062,-0.813652,-0.806783,-0.843263,-0.83597,-0.828784,-0.821699,-0.814718,-0.807835,-0.801049,-0.836104,-0.828915,-0.821831,-0.814845,-0.807961,-0.801172,-0.794479,-0.827877,-0.820807,-0.813838,-0.806965,-0.800192,-0.793511,-0.786923,-0.818417,-0.811481,-0.804644,-0.7979,-0.791253,-0.784696,-0.778229,-0.807525,-0.800743,-0.794057,-0.787462,-0.78096,-0.774545,-0.768217
313,32.149,-0.847481,-0.840051,-0.832731,-0.825516,-0.818409,-0.811402,-0.804497,-0.842083,-0.834734,-0.827492,-0.820354,-0.813321,-0.806386,-0.799551,-0.835918,-0.828658,-0.821505,-0.814453,-0.807505,-0.800654,-0.793901,-0.828864,-0.821708,-0.814655,-0.807701,-0.800849,-0.794091,-0.787429,-0.820757,-0.813717,-0.806779,-0.799937,-0.793194,-0.786543,-0.779985,-0.811432,-0.804526,-0.797718,-0.791003,-0.784385,-0.777856,-0.771418,-0.800696,-0.793941,-0.787282,-0.780714,-0.77424,-0.767852,-0.761551
314,32.4793,-0.840002,-0.832607,-0.825322,-0.818142,-0.81107,-0.804098,-0.797227,-0.834685,-0.827371,-0.820164,-0.813059,-0.80606,-0.799159,-0.792357,-0.82861,-0.821384,-0.814263,-0.807244,-0.800329,-0.793511,-0.786791,-0.82166,-0.814536,-0.807515,-0.800593,-0.793773,-0.787047,-0.780416,-0.813671,-0.806662,-0.799755,-0.792943,-0.786231,-0.77961,-0.773083,-0.80448,-0.797603,-0.790824,-0.784139,-0.77755,-0.77105,-0.764641,-0.793897,-0.78717,-0.780539,-0.773998,-0.767551,-0.761191,-0.754918
315,32.8129,-0.832561,-0.825202,-0.817953,-0.810808,-0.80377,-0.796833,-0.789996,-0.827326,-0.820046,-0.812873,-0.805803,-0.798838,-0.791971,-0.785202,-0.821339,-0.814146,-0.807059,-0.800073,-0.793191,-0.786406,-0.779718,-0.814492,-0.8074,-0.800411,-0.793521,-0.786733,-0.780039,-0.77344,-0.80662,-0.799642,-0.792765,-0.785984,-0.779302,-0.772713,-0.766216,-0.797562,-0.790714,-0.783964,-0.777308,-0.770749,-0.764278,-0.757898,-0.78713,-0.780431,-0.773827,-0.767314,-0.760895,-0.754562,-0.748317
316,33.1498,-0.82516,-0.817837,-0.810623,-0.803513,-0.79651,-0.789608,-0.782805,-0.820005,-0.812759,-0.805621,-0.798585,-0.791654,-0.784821,-0.778086,-0.814105,-0.806946,-0.799892,-0.79294,-0.786091,-0.779338,-0.772683,-0.80736,-0.8003,-0.793344,-0.786486,-0.77973,-0.773068,-0.766501,-0.799603,-0.792656,-0.78581,-0.77906,-0.772409,-0.76585,-0.759384,-0.790676,-0.783858,-0.777138,-0.770511,-0.763981,-0.75754,-0.751189,-0.780393,-0.773723,-0.767147,-0.760662,-0.754271,-0.747965,-0.741748
317,33.4899,-0.817798,-0.81051,-0.803332,-0.796257,-0.78929,-0.782422,-0.775655,-0.812722,-0.805511,-0.798408,-0.791406,-0.784509,-0.77771,-0.77101,-0.806909,-0.799783,-0.792763,-0.785843,-0.779028,-0.772309,-0.765687,-0.800264,-0.793237,-0.786313,-0.779487,-0.772763,-0.766133,-0.759598,-0.79262,-0.785705,-0.77889,-0.772172,-0.765552,-0.759024,-0.752588,-0.783823,-0.777035,-0.770345,-0.763748,-0.757247,-0.750836,-0.744515,-0.773688,-0.767046,-0.760499,-0.754042,-0.747678,-0.741401,-0.735211
318,33.8334,-0.810476,-0.803224,-0.796081,-0.789042,-0.78211,-0.775277,-0.768544,-0.805478,-0.798302,-0.791233,-0.784266,-0.777403,-0.770638,-0.763972,-0.799749,-0.792657,-0.785671,-0.778785,-0.772003,-0.765317,-0.758728,-0.793204,-0.786209,-0.779318,-0.772525,-0.765833,-0.759236,-0.752733,-0.785673,-0.778789,-0.772006,-0.765318,-0.75873,-0.752233,-0.745828,-0.777003,-0.770245,-0.763585,-0.757018,-0.750548,-0.744166,-0.737874,-0.767015,-0.760401,-0.753883,-0.747454,-0.741119,-0.73487,-0.728708
319,34.1803,-0.803193,-0.795978,-0.788872,-0.78187,-0.774973,-0.768174,-0.761475,-0.798271,-0.79113,-0.784096,-0.777164,-0.770336,-0.763606,-0.756973,-0.792627,-0.785569,-0.778616,-0.771765,-0.765016,-0.758364,-0.751808,-0.78618,-0.779218,-0.77236,-0.765599,-0.75894,-0.752375,-0.745904,-0.77876,-0.771908,-0.765156,-0.7585,-0.751943,-0.745477,-0.739104,-0.770217,-0.763489,-0.75686,-0.750323,-0.743882,-0.73753,-0.731268,-0.760374,-0.753788,-0.747298,-0.740898,-0.734591,-0.728371,-0.722237
320,34.5305,-0.795951,-0.788773,-0.781704,-0.774737,-0.767875,-0.761112,-0.754448,-0.791103,-0.783998,-0.776999,-0.770101,-0.763308,-0.756612,-0.750014,-0.785542,-0.778518,-0.7716,-0.764782,-0.758067,-0.751448,-0.744926,-0.779192,-0.772263,-0.765438,-0.758711,-0.752084,-0.745551,-0.739113,-0.771882,-0.765062,-0.758342,-0.751718,-0.745192,-0.738757,-0.732415,-0.763464,-0.756767,-0.750168,-0.743661,-0.737251,-0.730929,-0.724697,-0.753764,-0.747208,-0.740746,-0.734375,-0.728096,-0.721904,-0.715799
321,34.8842,-0.78875,-0.781608,-0.774575,-0.767643,-0.760818,-0.75409,-0.747461,-0.783974,-0.776904,-0.76994,-0.763077,-0.756319,-0.749658,-0.743094,-0.778495,-0.771506,-0.764622,-0.757839,-0.751157,-0.744571,-0.738083,-0.77224,-0.765345,-0.758553,-0.751859,-0.745265,-0.738765,-0.732359,-0.765039,-0.758251,-0.751563,-0.744971,-0.738477,-0.732074,-0.725763,-0.756745,-0.750079,-0.74351,-0.737034,-0.730654,-0.724362,-0.71816,-0.747186,-0.740659,-0.734226,-0.727884,-0.721634,-0.715471,-0.709394
322,35.2413,-0.781588,-0.774483,-0.767485,-0.76059,-0.7538,-0.747108,-0.740514,-0.776883,-0.769848,-0.76292,-0.756092,-0.749369,-0.742743,-0.736214,-0.771486,-0.764533,-0.757684,-0.750934,-0.744287,-0.737733,-0.731278,-0.765325,-0.758464,-0.751705,-0.745044,-0.738483,-0.732016,-0.725642,-0.758232,-0.751476,-0.74482,-0.73826,-0.731797,-0.725426,-0.719147,-0.75006,-0.743424,-0.736886,-0.730441,-0.724091,-0.71783,-0.711658,-0.74064,-0.734142,-0.727739,-0.721426,-0.715205,-0.709071,-0.703023
323,35.6019,-0.774466,-0.767397,-0.760436,-0.753577,-0.746823,-0.740166,-0.733608,-0.769831,-0.762832,-0.755939,-0.749147,-0.742458,-0.735867,-0.729372,-0.764516,-0.757598,-0.750784,-0.744068,-0.737455,-0.730936,-0.724512,-0.758447,-0.751619,-0.744893,-0.738265,-0.731738,-0.725304,-0.718963,-0.751459,-0.744736,-0.738112,-0.731584,-0.725154,-0.718814,-0.712567,-0.743408,-0.736804,-0.730297,-0.723882,-0.717563,-0.711332,-0.705191,-0.734127,-0.727658,-0.721284,-0.715,-0.708809,-0.702703,-0.696685
324,35.9661,-0.767383,-0.760351,-0.753426,-0.746603,-0.739885,-0.733264,-0.726742,-0.762818,-0.755854,-0.748997,-0.74224,-0.735587,-0.72903,-0.722571,-0.757584,-0.750701,-0.743921,-0.73724,-0.730661,-0.724176,-0.717786,-0.751605,-0.744811,-0.738119,-0.731525,-0.72503,-0.718629,-0.712322,-0.744723,-0.738032,-0.731441,-0.724944,-0.718546,-0.712239,-0.706023,-0.736791,-0.730217,-0.723741,-0.717358,-0.711069,-0.704869,-0.698759,-0.727646,-0.721207,-0.714862,-0.708608,-0.702446,-0.696369,-0.69038
325,36.3338,-0.76034,-0.753345,-0.746457,-0.73967,-0.732988,-0.726403,-0.719916,-0.755843,-0.748916,-0.742094,-0.735372,-0.728755,-0.722233,-0.715809,-0.75069,-0.743842,-0.737097,-0.730451,-0.723906,-0.717455,-0.7111,-0.7448,-0.73804,-0.731382,-0.724821,-0.71836,-0.711992,-0.705718,-0.738021,-0.731363,-0.724804,-0.718341,-0.711975,-0.7057,-0.699516,-0.730207,-0.723665,-0.717221,-0.710868,-0.704611,-0.698442,-0.692362,-0.721197,-0.714788,-0.708473,-0.702248,-0.696116,-0.690069,-0.684108
326,36.7051,-0.753337,-0.746379,-0.739527,-0.732777,-0.726131,-0.719582,-0.713132,-0.748908,-0.742016,-0.73523,-0.728544,-0.721962,-0.715476,-0.709087,-0.743834,-0.737021,-0.730311,-0.723699,-0.717189,-0.710773,-0.704452,-0.738032,-0.731306,-0.724682,-0.718154,-0.711727,-0.705393,-0.699152,-0.731356,-0.72473,-0.718204,-0.711773,-0.70544,-0.699197,-0.693045,-0.723658,-0.717148,-0.710734,-0.704413,-0.698187,-0.692049,-0.686,-0.714781,-0.708402,-0.702117,-0.695922,-0.689819,-0.683802,-0.677871
327,37.0801,-0.746374,-0.739452,-0.732637,-0.725923,-0.719314,-0.712802,-0.706388,-0.742011,-0.735156,-0.728405,-0.721755,-0.715209,-0.708758,-0.702405,-0.737016,-0.730238,-0.723563,-0.716987,-0.710511,-0.70413,-0.697843,-0.731301,-0.724609,-0.718019,-0.711525,-0.705132,-0.698831,-0.692624,-0.724726,-0.718133,-0.71164,-0.705242,-0.698941,-0.692731,-0.686611,-0.717143,-0.710665,-0.704283,-0.697993,-0.691798,-0.685691,-0.679673,-0.708398,-0.702049,-0.695794,-0.689629,-0.683556,-0.677568,-0.671667
328,37.4587,-0.73945,-0.732566,-0.725788,-0.719111,-0.712538,-0.706062,-0.699684,-0.735153,-0.728334,-0.72162,-0.715006,-0.708496,-0.702081,-0.695762,-0.730236,-0.723493,-0.716854,-0.710312,-0.703872,-0.697525,-0.691273,-0.724607,-0.717949,-0.711393,-0.704934,-0.698574,-0.692307,-0.686133,-0.718131,-0.711572,-0.705112,-0.698747,-0.692479,-0.686301,-0.680214,-0.710663,-0.704216,-0.697866,-0.691608,-0.685445,-0.679369,-0.673382,-0.702047,-0.695729,-0.689505,-0.683369,-0.677326,-0.671368,-0.665496
329,37.841,-0.732567,-0.725719,-0.718978,-0.712339,-0.705803,-0.699363,-0.693021,-0.728335,-0.721552,-0.714874,-0.708297,-0.701822,-0.695443,-0.68916,-0.723494,-0.716787,-0.710183,-0.703677,-0.697272,-0.69096,-0.684742,-0.71795,-0.711327,-0.704805,-0.69838,-0.692055,-0.685821,-0.679681,-0.711573,-0.705047,-0.698621,-0.692289,-0.686053,-0.679908,-0.673853,-0.704217,-0.697802,-0.691484,-0.685258,-0.679126,-0.673082,-0.667126,-0.69573,-0.689442,-0.683248,-0.677143,-0.67113,-0.665202,-0.65936
330,38.2271,-0.725723,-0.718913,-0.71221,-0.705607,-0.699108,-0.692705,-0.686398,-0.721556,-0.714809,-0.708168,-0.701627,-0.695188,-0.688844,-0.682597,-0.716791,-0.710119,-0.703551,-0.69708,-0.69071,-0.684432,-0.678249,-0.71133,-0.704742,-0.698255,-0.691864,-0.685572,-0.679373,-0.673266,-0.705051,-0.698559,-0.692166,-0.685866,-0.679664,-0.673551,-0.667529,-0.697806,-0.691424,-0.685137,-0.678943,-0.672842,-0.66683,-0.660905,-0.689446,-0.683189,-0.677025,-0.670951,-0.664968,-0.65907,-0.653258
331,38.617,-0.71892,-0.712148,-0.705481,-0.698916,-0.692453,-0.686086,-0.679816,-0.714816,-0.708107,-0.701502,-0.694997,-0.688594,-0.682286,-0.676074,-0.710126,-0.703491,-0.696958,-0.690522,-0.684187,-0.677944,-0.671796,-0.704748,-0.698194,-0.691742,-0.685385,-0.679128,-0.672962,-0.666889,-0.698565,-0.692106,-0.685747,-0.679481,-0.673311,-0.667232,-0.661242,-0.69143,-0.685079,-0.678825,-0.672663,-0.666594,-0.660613,-0.654721,-0.683195,-0.676968,-0.670836,-0.664792,-0.658839,-0.652972,-0.64719
332,39.0106,-0.712157,-0.705422,-0.698793,-0.692265,-0.685839,-0.679509,-0.673275,-0.708116,-0.701443,-0.694875,-0.688406,-0.682039,-0.675767,-0.669591,-0.703499,-0.6969,-0.690403,-0.684003,-0.677702,-0.671495,-0.665381,-0.698203,-0.691684,-0.685266,-0.678945,-0.672721,-0.66659,-0.660551,-0.692115,-0.68569,-0.679364,-0.673132,-0.666995,-0.660949,-0.654992,-0.685088,-0.67877,-0.672549,-0.666418,-0.660382,-0.654433,-0.648571,-0.676977,-0.670782,-0.66468,-0.658667,-0.652745,-0.646908,-0.641156
333,39.4082,-0.705434,-0.698737,-0.692146,-0.685654,-0.679265,-0.672972,-0.666775,-0.701455,-0.694819,-0.688288,-0.681855,-0.675524,-0.669288,-0.663147,-0.696912,-0.690348,-0.683886,-0.677522,-0.671257,-0.665085,-0.659006,-0.691696,-0.685212,-0.678829,-0.672542,-0.666353,-0.660255,-0.65425,-0.685702,-0.679311,-0.673018,-0.666819,-0.660716,-0.654703,-0.648779,-0.678781,-0.672496,-0.666307,-0.660209,-0.654205,-0.648287,-0.642458,-0.670793,-0.664629,-0.658558,-0.652575,-0.646684,-0.640878,-0.635156
334,39.8096,-0.698752,-0.692093,-0.685538,-0.679084,-0.672732,-0.666475,-0.660315,-0.694833,-0.688235,-0.68174,-0.675344,-0.669049,-0.662849,-0.656744,-0.690362,-0.683835,-0.677409,-0.67108,-0.664851,-0.658714,-0.65267,-0.685226,-0.678777,-0.672429,-0.666176,-0.660022,-0.653959,-0.647988,-0.679324,-0.672967,-0.666709,-0.660543,-0.654474,-0.648494,-0.642603,-0.67251,-0.666258,-0.660101,-0.654035,-0.648063,-0.642178,-0.63638,-0.664642,-0.658509,-0.652469,-0.646518,-0.640658,-0.634882,-0.629191
335,40.2149,-0.692109,-0.685488,-0.678971,-0.672554,-0.666239,-0.66002,-0.653896,-0.688251,-0.68169,-0.675232,-0.668872,-0.662614,-0.65645,-0.650381,-0.683851,-0.67736,-0.67097,-0.664677,-0.658483,-0.652382,-0.646373,-0.678794,-0.67238,-0.666067,-0.659849,-0.653729,-0.647701,-0.641764,-0.672984,-0.666661,-0.660436,-0.654304,-0.648268,-0.642321,-0.636464,-0.666273,-0.660054,-0.65393,-0.647897,-0.641957,-0.636104,-0.630338,-0.658525,-0.652424,-0.646415,-0.640495,-0.634665,-0.62892,-0.62326
336,40.6242,-0.685507,-0.678924,-0.672445,-0.666065,-0.659787,-0.653605,-0.647517,-0.681709,-0.675184,-0.668763,-0.662441,-0.656219,-0.650091,-0.644058,-0.677379,-0.670924,-0.66457,-0.658313,-0.652155,-0.646088,-0.640115,-0.672399,-0.666021,-0.659742,-0.65356,-0.647474,-0.64148,-0.635577,-0.666679,-0.660391,-0.6542,-0.648102,-0.6421,-0.636186,-0.630362,-0.660072,-0.653886,-0.647795,-0.641794,-0.635887,-0.630066,-0.624332,-0.652441,-0.646372,-0.640395,-0.634506,-0.628707,-0.622993,-0.617363
337,41.0376,-0.678946,-0.6724,-0.665959,-0.659617,-0.653376,-0.64723,-0.641179,-0.675206,-0.668719,-0.662334,-0.656049,-0.649863,-0.643772,-0.637774,-0.670945,-0.664526,-0.658209,-0.651988,-0.645865,-0.639834,-0.633896,-0.666042,-0.659699,-0.653456,-0.647308,-0.641258,-0.635298,-0.62943,-0.660412,-0.654157,-0.648001,-0.641937,-0.635968,-0.630088,-0.624297,-0.653906,-0.647753,-0.641695,-0.635727,-0.629852,-0.624063,-0.618362,-0.646392,-0.640354,-0.634408,-0.628551,-0.622783,-0.6171,-0.611501
338,41.4549,-0.672424,-0.665917,-0.659513,-0.653209,-0.647005,-0.640896,-0.634882,-0.668743,-0.662293,-0.655946,-0.649696,-0.643547,-0.637492,-0.631531,-0.66455,-0.658168,-0.651887,-0.645702,-0.639615,-0.633619,-0.627716,-0.659723,-0.653415,-0.647208,-0.641095,-0.635079,-0.629154,-0.62332,-0.65418,-0.647961,-0.641838,-0.635808,-0.629873,-0.624027,-0.61827,-0.647776,-0.641656,-0.63563,-0.629695,-0.623853,-0.618097,-0.612428,-0.640376,-0.63437,-0.628456,-0.62263,-0.616894,-0.611242,-0.605674
339,41.8764,-0.665943,-0.659474,-0.653108,-0.646841,-0.640675,-0.634603,-0.628626,-0.662319,-0.655906,-0.649598,-0.643386,-0.637274,-0.631254,-0.625328,-0.658194,-0.651848,-0.645603,-0.639454,-0.633403,-0.627443,-0.621576,-0.653441,-0.647169,-0.640997,-0.634919,-0.628939,-0.623048,-0.617249,-0.647986,-0.641801,-0.635713,-0.629717,-0.623816,-0.618003,-0.612279,-0.64168,-0.635594,-0.629602,-0.6237,-0.61789,-0.612166,-0.606529,-0.634394,-0.62842,-0.622538,-0.616744,-0.611039,-0.605418,-0.599881
340,42.3019,-0.659503,-0.653072,-0.646744,-0.640514,-0.634386,-0.628351,-0.62241,-0.655935,-0.649562,-0.643291,-0.637116,-0.63104,-0.625057,-0.619166,-0.651876,-0.645568,-0.639359,-0.633246,-0.627231,-0.621307,-0.615474,-0.647197,-0.640961,-0.634825,-0.628782,-0.622836,-0.616981,-0.611216,-0.641828,-0.635678,-0.629624,-0.623663,-0.617795,-0.612016,-0.606326,-0.635621,-0.629567,-0.623609,-0.61774,-0.611963,-0.606272,-0.600667,-0.628447,-0.622505,-0.616654,-0.610892,-0.605219,-0.599629,-0.594123
341,42.7317,-0.653102,-0.64671,-0.64042,-0.634228,-0.628137,-0.622139,-0.616235,-0.649592,-0.643257,-0.637023,-0.630886,-0.624847,-0.6189,-0.613045,-0.645598,-0.639326,-0.633154,-0.627077,-0.621097,-0.615209,-0.609412,-0.640991,-0.634791,-0.62869,-0.622683,-0.616772,-0.610951,-0.605221,-0.635707,-0.629591,-0.623572,-0.617645,-0.611812,-0.606067,-0.60041,-0.629596,-0.623577,-0.617651,-0.611816,-0.606072,-0.600413,-0.594841,-0.622533,-0.616623,-0.610805,-0.605074,-0.599433,-0.593874,-0.5884
342,43.1656,-0.646743,-0.640388,-0.634136,-0.627982,-0.621928,-0.615968,-0.610101,-0.64329,-0.636992,-0.630796,-0.624696,-0.618693,-0.612783,-0.606964,-0.639358,-0.633123,-0.626987,-0.620947,-0.615003,-0.609151,-0.603389,-0.634823,-0.628659,-0.622594,-0.616622,-0.610746,-0.60496,-0.599264,-0.629623,-0.623542,-0.617558,-0.611665,-0.605866,-0.600155,-0.594531,-0.623608,-0.617622,-0.61173,-0.605927,-0.600216,-0.594591,-0.589051,-0.616654,-0.610776,-0.60499,-0.599291,-0.593681,-0.588155,-0.582712
343,43.6038,-0.640423,-0.634107,-0.627893,-0.621777,-0.615761,-0.609837,-0.604008,-0.637027,-0.630767,-0.624608,-0.618545,-0.61258,-0.606706,-0.600924,-0.633157,-0.626959,-0.62086,-0.614855,-0.608948,-0.603131,-0.597405,-0.628693,-0.622565,-0.616536,-0.6106,-0.604759,-0.599008,-0.593346,-0.623576,-0.61753,-0.61158,-0.605722,-0.599957,-0.59428,-0.58869,-0.617655,-0.611703,-0.605844,-0.600075,-0.594397,-0.588804,-0.583297,-0.610809,-0.604964,-0.59921,-0.593543,-0.587965,-0.58247,-0.577058
344,44.0463,-0.634144,-0.627866,-0.621691,-0.615612,-0.609633,-0.603748,-0.597955,-0.630804,-0.624582,-0.618461,-0.612435,-0.606506,-0.600669,-0.594923,-0.626995,-0.620834,-0.614771,-0.608803,-0.602932,-0.597151,-0.591461,-0.622601,-0.61651,-0.610517,-0.604617,-0.598811,-0.593093,-0.587467,-0.617565,-0.611554,-0.605639,-0.599816,-0.594085,-0.588442,-0.582886,-0.611737,-0.605819,-0.599994,-0.594259,-0.588614,-0.583054,-0.57758,-0.604998,-0.599185,-0.593464,-0.587829,-0.582283,-0.57682,-0.571439
345,44.4931,-0.627906,-0.621666,-0.615529,-0.609488,-0.603547,-0.597699,-0.591943,-0.624621,-0.618437,-0.612353,-0.606364,-0.600472,-0.594672,-0.588963,-0.620872,-0.614747,-0.608722,-0.60279,-0.596955,-0.591211,-0.585556,-0.616548,-0.610494,-0.604537,-0.598672,-0.592901,-0.587219,-0.581625,-0.611592,-0.605616,-0.599736,-0.593947,-0.588251,-0.582641,-0.57712,-0.605856,-0.599972,-0.59418,-0.588478,-0.582867,-0.57734,-0.571899,-0.599222,-0.593442,-0.587753,-0.58215,-0.576636,-0.571204,-0.565856
346,44.9443,-0.621707,-0.615507,-0.609407,-0.603405,-0.597502,-0.591691,-0.585972,-0.618477,-0.612331,-0.606284,-0.600333,-0.594478,-0.588715,-0.583042,-0.614788,-0.6087,-0.602711,-0.596817,-0.591018,-0.585309,-0.57969,-0.610533,-0.604516,-0.598594,-0.592765,-0.58703,-0.581382,-0.575823,-0.605655,-0.599715,-0.593869,-0.588115,-0.582453,-0.576878,-0.571391,-0.60001,-0.59416,-0.588402,-0.582734,-0.577156,-0.571662,-0.566254,-0.59348,-0.587732,-0.582076,-0.576506,-0.571024,-0.565624,-0.560307
347,45.3999,-0.61555,-0.609387,-0.603327,-0.597362,-0.591497,-0.585723,-0.580042,-0.612373,-0.606265,-0.600256,-0.594342,-0.588525,-0.582798,-0.577161,-0.608742,-0.602692,-0.59674,-0.590882,-0.585119,-0.579447,-0.573864,-0.604557,-0.598575,-0.59269,-0.586897,-0.581197,-0.575585,-0.570061,-0.599756,-0.593851,-0.58804,-0.582321,-0.576693,-0.571153,-0.565699,-0.5942,-0.588384,-0.582661,-0.577026,-0.571481,-0.566021,-0.560646,-0.587772,-0.582058,-0.576434,-0.570896,-0.565447,-0.560079,-0.554794
348,45.86,-0.609432,-0.603309,-0.597287,-0.59136,-0.585532,-0.579796,-0.574152,-0.606309,-0.600239,-0.594268,-0.588391,-0.582611,-0.576921,-0.571321,-0.602736,-0.596723,-0.590808,-0.584986,-0.57926,-0.573624,-0.568077,-0.598618,-0.592673,-0.586824,-0.581066,-0.575402,-0.569826,-0.564337,-0.593893,-0.588023,-0.582248,-0.576563,-0.570971,-0.565465,-0.560046,-0.588426,-0.582644,-0.576955,-0.571354,-0.565843,-0.560416,-0.555074,-0.582099,-0.576418,-0.570827,-0.565322,-0.559904,-0.554569,-0.549316
349,46.3246,-0.603356,-0.597271,-0.591287,-0.585399,-0.579608,-0.57391,-0.568303,-0.600285,-0.594253,-0.588319,-0.58248,-0.576737,-0.571084,-0.56552,-0.596768,-0.590793,-0.584915,-0.57913,-0.57344,-0.56784,-0.562329,-0.592718,-0.586809,-0.580996,-0.575274,-0.569646,-0.564105,-0.558651,-0.588068,-0.582233,-0.576493,-0.570844,-0.565286,-0.559814,-0.554429,-0.582688,-0.57694,-0.571285,-0.565718,-0.560241,-0.554847,-0.549538,-0.576461,-0.570813,-0.565255,-0.559782,-0.554397,-0.549094,-0.543872
350,46.7937,-0.597319,-0.591274,-0.585328,-0.579478,-0.573726,-0.568064,-0.562494,-0.5943,-0.588306,-0.58241,-0.576609,-0.570903,-0.565287,-0.55976,-0.59084,-0.584902,-0.579061,-0.573313,-0.56766,-0.562096,-0.55662,-0.586856,-0.580983,-0.575206,-0.569521,-0.563928,-0.558422,-0.553003,-0.58228,-0.576481,-0.570776,-0.565161,-0.559638,-0.554201,-0.54885,-0.576986,-0.571273,-0.565652,-0.560119,-0.554675,-0.549315,-0.544039,-0.570857,-0.565243,-0.559717,-0.554278,-0.548925,-0.543654,-0.538464
351,47.2674,-0.591324,-0.585317,-0.57941,-0.5736,-0.567886,-0.562262,-0.556728,-0.588355,-0.582399,-0.576542,-0.570778,-0.565109,-0.559529,-0.554039,-0.584951,-0.57905,-0.573246,-0.567535,-0.561918,-0.55639,-0.550951,-0.581031,-0.575196,-0.569455,-0.563806,-0.558249,-0.552778,-0.547394,-0.576529,-0.570765,-0.565096,-0.559517,-0.554028,-0.548625,-0.543308,-0.57132,-0.565641,-0.560055,-0.554555,-0.549145,-0.543819,-0.538576,-0.565289,-0.559707,-0.554215,-0.548808,-0.543488,-0.538249,-0.533092
352,47.7457,-0.585368,-0.579401,-0.573535,-0.567763,-0.562086,-0.5565,-0.551003,-0.58245,-0.576533,-0.570713,-0.564986,-0.559355,-0.553812,-0.548358,-0.5791,-0.573237,-0.56747,-0.561796,-0.556216,-0.550724,-0.54532,-0.575245,-0.569447,-0.563742,-0.558129,-0.552607,-0.547172,-0.541824,-0.570815,-0.565087,-0.559453,-0.553909,-0.548455,-0.543087,-0.537804,-0.56569,-0.560046,-0.554494,-0.549028,-0.543652,-0.538359,-0.533149,-0.559755,-0.554207,-0.548747,-0.543373,-0.538086,-0.532879,-0.527754
