gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
130,5.55225,-15.5783,-15.7198,-15.7148,-15.4837,-15.2561,-15.0343,-14.8155
131,5.63511,-15.2914,-15.4347,-15.426,-15.198,-14.9733,-14.7544,-14.5386
132,5.71893,-15.0092,-15.1505,-15.142,-14.9169,-14.6952,-14.4792,-14.2664
133,5.80372,-14.7317,-14.8745,-14.8625,-14.6404,-14.4217,-14.2086,-13.9987
134,5.88949,-14.4587,-14.5995,-14.5876,-14.3685,-14.1527,-13.9425,-13.7355
135,5.97626,-14.1902,-14.3325,-14.3173,-14.1011,-13.8882,-13.6809,-13.4767
136,6.06403,-13.9261,-14.0664,-14.0514,-13.8381,-13.6281,-13.4237,-13.2224
137,6.15282,-13.6664,-13.8081,-13.7899,-13.5796,-13.3725,-13.1708,-12.9724
138,6.24264,-13.4111,-13.5507,-13.5328,-13.3253,-13.1211,-12.9223,-12.7266
139,6.3335,-13.16,-13.3009,-13.2799,-13.0753,-12.874,-12.6779,-12.485
140,6.42541,-12.9131,-13.052,-13.0313,-12.8296,-12.6311,-12.4377,-12.2476
141,6.51839,-12.6704,-12.8104,-12.7868,-12.5879,-12.3923,-12.2017,-12.0143
142,6.61244,-12.4317,-12.5697,-12.5465,-12.3504,-12.1575,-11.9696,-11.785
143,6.70758,-12.1971,-12.3362,-12.3102,-12.1169,-11.9268,-11.7416,-11.5597
144,6.80383,-11.9665,-12.1035,-12.0779,-11.8874,-11.7,-11.5175,-11.3383
145,6.90119,-11.7398,-11.8748,-11.8495,-11.6618,-11.4772,-11.2973,-11.1207
146,6.99968,-11.517,-11.6499,-11.6251,-11.4401,-11.2582,-11.0809,-10.9069
147,7.0993,-11.298,-11.4289,-11.4045,-11.2222,-11.0429,-10.8683,-10.6969
148,7.20009,-11.0828,-11.2117,-11.1877,-11.008,-10.8314,-10.6594,-10.4906
149,7.30204,-10.8713,-10.9982,-10.9746,-10.7976,-10.6236,-10.4541,-10.2879
150,7.40517,-10.6634,-10.7884,-10.7651,-10.5908,-10.4194,-10.2524,-10.0887
151,7.5095,-10.4592,-10.5822,-10.5593,-10.3876,-10.2188,-10.0543,-9.89313
152,7.61503,-10.2584,-10.3795,-10.3571,-10.1879,-10.0217,-9.85972,-9.701
153,7.72179,-10.0612,-10.1804,-10.1584,-9.99178,-9.82812,-9.66856,-9.51229
154,7.82979,-9.86748,-9.98482,-9.96314,-9.79906,-9.63791,-9.48079,-9.32695
155,7.93903,-9.67713,-9.79262,-9.77131,-9.60974,-9.45107,-9.29635,-9.14492
156,8.04955,-9.49012,-9.60379,-9.58285,-9.42376,-9.26755,-9.11521,-8.96615
157,8.16134,-9.30641,-9.41827,-9.3977,-9.24106,-9.08729,-8.93731,-8.7906
158,8.27443,-9.12595,-9.23603,-9.21582,-9.06161,-8.91024,-8.7626,-8.61822
159,8.38882,-8.94869,-9.05701,-9.03716,-8.88536,-8.73636,-8.59104,-8.44895
160,8.50455,-8.77458,-8.88116,-8.86167,-8.71224,-8.5656,-8.42256,-8.28274
161,8.62161,-8.60358,-8.70844,-8.6893,-8.54222,-8.39791,-8.25713,-8.11956
162,8.74003,-8.43563,-8.5388,-8.52,-8.37525,-8.23324,-8.09469,-7.95934
163,8.85982,-8.2707,-8.37219,-8.35373,-8.21128,-8.07154,-7.93521,-7.80205
164,8.981,-8.10873,-8.20857,-8.19044,-8.05027,-7.91278,-7.77863,-7.64764
165,9.10358,-7.94968,-8.04788,-8.03009,-7.89217,-7.75689,-7.6249,-7.49606
166,9.22759,-7.79351,-7.89009,-7.87263,-7.73692,-7.60385,-7.47399,-7.34726
167,9.35303,-7.64016,-7.73732,-7.71801,-7.5845,-7.4536,-7.32585,-7.20121
168,9.47992,-7.4896,-7.58515,-7.56619,-7.43485,-7.30609,-7.18043,-7.05785
169,9.60828,-7.34177,-7.43574,-7.41713,-7.28794,-7.16129,-7.03769,-6.91715
170,9.73813,-7.19665,-7.28905,-7.27078,-7.14371,-7.01915,-6.89758,-6.77905
171,9.86949,-7.05418,-7.14503,-7.1271,-7.00212,-6.87963,-6.76007,-6.64352
172,10.0024,-6.91432,-7.00364,-6.98605,-6.86314,-6.74268,-6.6251,-6.51052
173,10.1368,-6.77703,-6.86485,-6.84759,-6.72671,-6.60827,-6.49265,-6.38
174,10.2728,-6.64228,-6.72861,-6.71167,-6.59281,-6.47635,-6.36267,-6.25193
175,10.4103,-6.51001,-6.59487,-6.57826,-6.46138,-6.34689,-6.23511,-6.12625
176,10.5494,-6.38019,-6.4636,-6.4473,-6.33239,-6.21983,-6.10994,-6.00294
177,10.6902,-6.25277,-6.33476,-6.31877,-6.2058,-6.09515,-5.98711,-5.88195
178,10.8326,-6.12773,-6.20831,-6.19263,-6.08157,-5.9728,-5.8666,-5.76325
179,10.9766,-6.00501,-6.08421,-6.06883,-5.95965,-5.85275,-5.74836,-5.64678
180,11.1223,-5.88459,-5.96242,-5.94733,-5.84002,-5.73495,-5.63234,-5.53253
181,11.2697,-5.76642,-5.84291,-5.82811,-5.72263,-5.61937,-5.51852,-5.42045
182,11.4188,-5.65047,-5.72562,-5.71111,-5.60745,-5.50597,-5.40686,-5.31049
183,11.5696,-5.5367,-5.61054,-5.59631,-5.49443,-5.39471,-5.29732,-5.20264
184,11.7222,-5.42507,-5.49762,-5.48367,-5.38355,-5.28557,-5.18986,-5.09684
185,11.8766,-5.31555,-5.38683,-5.37315,-5.27477,-5.17849,-5.08445,-4.99307
186,12.0327,-5.2081,-5.27812,-5.26471,-5.16804,-5.07345,-4.98106,-4.89129
187,12.1906,-5.10269,-5.17147,-5.15833,-5.06335,-4.97042,-4.87964,-4.79147
188,12.3504,-4.99928,-5.06684,-5.05396,-4.96064,-4.86935,-4.78017,-4.69356
189,12.512,-4.89783,-4.9642,-4.95157,-4.8599,-4.77022,-4.68261,-4.59755
190,12.6755,-4.79833,-4.86351,-4.85113,-4.76107,-4.67299,-4.58693,-4.50339
191,12.8409,-4.70072,-4.76474,-4.7526,-4.66414,-4.57762,-4.49309,-4.41105
192,13.0082,-4.60498,-4.66785,-4.65596,-4.56907,-4.48409,-4.40107,-4.3205
193,13.1774,-4.51108,-4.57282,-4.56117,-4.47582,-4.39237,-4.31083,-4.23171
194,13.3486,-4.41898,-4.48098,-4.46819,-4.38437,-4.30241,-4.22233,-4.14465
195,13.5218,-4.32866,-4.38954,-4.377,-4.29468,-4.2142,-4.13556,-4.05929
196,13.697,-4.24008,-4.29985,-4.28757,-4.20673,-4.1277,-4.05047,-3.97559
197,13.8742,-4.15321,-4.2119,-4.19986,-4.12048,-4.04288,-3.96705,-3.89353
198,14.0535,-4.06802,-4.12564,-4.11384,-4.03589,-3.95971,-3.88525,-3.81308
199,14.2348,-3.98449,-4.04105,-4.02949,-3.95296,-3.87816,-3.80505,-3.7342
200,14.4183,-3.90257,-3.95811,-3.94678,-3.87163,-3.7982,-3.72642,-3.65688
201,14.6039,-3.82225,-3.87677,-3.86508,-3.79189,-3.7198,-3.64934,-3.58108
202,14.7916,-3.7435,-3.79701,-3.78499,-3.71371,-3.64295,-3.57377,-3.50678
203,14.9815,-3.66629,-3.71881,-3.70646,-3.63706,-3.5676,-3.4997,-3.43394
204,15.1736,-3.59059,-3.64214,-3.63004,-3.56191,-3.49373,-3.42709,-3.36254
205,15.3679,-3.51637,-3.56697,-3.55456,-3.48823,-3.42131,-3.35592,-3.29256
206,15.5645,-3.44361,-3.49327,-3.48057,-3.41601,-3.35033,-3.28615,-3.22398
207,15.7633,-3.37228,-3.42101,-3.40805,-3.3452,-3.28075,-3.21776,-3.15675
208,15.9645,-3.30236,-3.35018,-3.33747,-3.2758,-3.21254,-3.15074,-3.09086
209,16.168,-3.23381,-3.28074,-3.26778,-3.20776,-3.14568,-3.08504,-3.02629
210,16.3738,-3.16662,-3.21267,-3.19947,-3.14107,-3.08016,-3.02066,-2.963
211,16.5821,-3.10076,-3.14594,-3.13252,-3.0757,-3.01593,-2.95755,-2.90098
212,16.7927,-3.0362,-3.08053,-3.06738,-3.01163,-2.95299,-2.89571,-2.8402
213,17.0058,-2.97293,-3.01642,-3.00306,-2.94883,-2.8913,-2.83511,-2.78065
214,17.2213,-2.91091,-2.95359,-2.94003,-2.88728,-2.83084,-2.77571,-2.72228
215,17.4394,-2.85014,-2.892,-2.8787,-2.82696,-2.77159,-2.71751,-2.66509
216,17.66,-2.79057,-2.83163,-2.81816,-2.76785,-2.71352,-2.66048,-2.60906
217,17.8831,-2.73219,-2.77248,-2.75884,-2.70991,-2.65662,-2.60459,-2.55415
218,18.1088,-2.67498,-2.71449,-2.70113,-2.65314,-2.60087,-2.54983,-2.50036
219,18.3372,-2.61892,-2.65768,-2.64416,-2.59751,-2.54623,-2.49617,-2.44765
220,18.5681,-2.56398,-2.602,-2.58874,-2.54299,-2.4927,-2.4436,-2.396
221,18.8018,-2.51015,-2.54743,-2.53404,-2.48957,-2.44024,-2.39209,-2.34541
222,19.0381,-2.45739,-2.49396,-2.48044,-2.43722,-2.38885,-2.34163,-2.29584
223,19.2772,-2.40571,-2.44157,-2.42832,-2.38594,-2.33849,-2.29218,-2.24728
224,19.5191,-2.35506,-2.39023,-2.37686,-2.33568,-2.28915,-2.24374,-2.19971
225,19.7638,-2.30544,-2.33916,-2.32683,-2.28645,-2.24082,-2.19629,-2.15311
226,20.0113,-2.25682,-2.28989,-2.27743,-2.23821,-2.19346,-2.1498,-2.10746
227,20.2617,-2.20919,-2.24161,-2.22941,-2.19094,-2.14707,-2.10426,-2.06274
228,20.5149,-2.16252,-2.19432,-2.182,-2.14464,-2.10162,-2.05964,-2.01893
229,20.7711,-2.1168,-2.14798,-2.13591,-2.09928,-2.0571,-2.01594,-1.97603
230,21.0303,-2.07201,-2.10258,-2.09041,-2.05484,-2.01348,-1.97314,-1.934
231,21.2925,-2.02813,-2.0581,-2.04618,-2.01131,-1.97076,-1.93121,-1.89284
232,21.5577,-1.98515,-2.01453,-2.00252,-1.96867,-1.92891,-1.89013,-1.85252
233,21.826,-1.94304,-1.97185,-1.96008,-1.92689,-1.88792,-1.84991,-1.81303
234,22.0974,-1.9018,-1.93004,-1.9182,-1.88598,-1.84777,-1.81051,-1.77435
235,22.3719,-1.8614,-1.88908,-1.87748,-1.8459,-1.80844,-1.77191,-1.73648
236,22.6496,-1.82183,-1.84896,-1.83729,-1.80664,-1.76992,-1.73412,-1.69938
237,22.9306,-1.78307,-1.80966,-1.79823,-1.76818,-1.7322,-1.6971,-1.66305
238,23.2148,-1.7451,-1.77117,-1.75968,-1.73052,-1.69525,-1.66085,-1.62748
239,23.5023,-1.70792,-1.73347,-1.72221,-1.69363,-1.65906,-1.62535,-1.59264
240,23.7931,-1.6715,-1.69654,-1.68523,-1.65751,-1.62362,-1.59058,-1.55852
241,24.0873,-1.63583,-1.66037,-1.64929,-1.62212,-1.58891,-1.55653,-1.52511
242,24.3848,-1.6009,-1.62495,-1.6141,-1.58747,-1.55492,-1.52319,-1.49239
243,24.6859,-1.56669,-1.59026,-1.57937,-1.55354,-1.52164,-1.49054,-1.46036
244,24.9904,-1.53318,-1.55629,-1.54561,-1.5203,-1.48904,-1.45857,-1.42899
245,25.2985,-1.50037,-1.52301,-1.5123,-1.48776,-1.45712,-1.42726,-1.39828
246,25.6101,-1.46824,-1.49043,-1.47994,-1.45589,-1.42587,-1.39661,-1.3682
247,25.9253,-1.43678,-1.45852,-1.44824,-1.42468,-1.39526,-1.36659,-1.33876
248,26.2442,-1.40597,-1.42727,-1.41697,-1.39412,-1.36529,-1.3372,-1.30993
249,26.5668,-1.3758,-1.39667,-1.38681,-1.3642,-1.33595,-1.30842,-1.2817
250,26.8931,-1.34626,-1.36671,-1.35682,-1.33489,-1.30722,-1.28025,-1.25407
251,27.2232,-1.31733,-1.33737,-1.32768,-1.3062,-1.27909,-1.25266,-1.22701
252,27.5571,-1.28901,-1.30864,-1.29937,-1.27811,-1.25154,-1.22566,-1.20053
253,27.8949,-1.26128,-1.28051,-1.27122,-1.2506,-1.22458,-1.19922,-1.1746
254,28.2366,-1.23413,-1.25297,-1.24408,-1.22367,-1.19817,-1.17333,-1.14921
255,28.5823,-1.20754,-1.226,-1.21729,-1.19731,-1.17232,-1.14799,-1.12436
256,28.932,-1.18151,-1.1996,-1.19107,-1.17149,-1.14702,-1.12318,-1.10003
257,29.2857,-1.15603,-1.17375,-1.16539,-1.14622,-1.12224,-1.09889,-1.07621
258,29.6435,-1.13108,-1.14844,-1.14025,-1.12148,-1.09799,-1.07511,-1.0529
259,30.0055,-1.10666,-1.12366,-1.11564,-1.09725,-1.07425,-1.05184,-1.03008
260,30.3716,-1.08275,-1.0994,-1.09155,-1.07354,-1.051,-1.02905,-1.00774
261,30.742,-1.05934,-1.07528,-1.06796,-1.05032,-1.02825,-1.00675,-0.985873
262,31.1167,-1.03642,-1.05204,-1.04487,-1.0276,-1.00598,-0.984918,-0.964469
263,31.4958,-1.01399,-1.02928,-1.02227,-1.00535,-0.984172,-0.963548,-0.943519
264,31.8792,-0.99203,-1.00701,-1.00014,-0.983571,-0.962829,-0.94263,-0.923014
265,32.267,-0.970534,-0.985204,-0.978478,-0.962253,-0.941938,-0.922156,-0.902943
266,32.6594,-0.949491,-0.96386,-0.957274,-0.941386,-0.921489,-0.902115,-0.883299
267,33.0563,-0.928894,-0.942966,-0.936518,-0.920959,-0.901473,-0.8825,-0.864072
268,33.4578,-0.908733,-0.922514,-0.916201,-0.900965,-0.881882,-0.863301,-0.845254
269,33.864,-0.888998,-0.902495,-0.896314,-0.881395,-0.862706,-0.844511,-0.826837
270,34.2748,-0.869682,-0.882899,-0.876848,-0.86224,-0.843938,-0.82612,-0.808812
271,34.6904,-0.850776,-0.863719,-0.857795,-0.843491,-0.825569,-0.80812,-0.791172
272,35.1109,-0.832271,-0.844945,-0.839146,-0.825141,-0.80759,-0.790504,-0.773908
273,35.5362,-0.814159,-0.82657,-0.820894,-0.80718,-0.789994,-0.773264,-0.757012
274,35.9664,-0.796433,-0.808585,-0.803164,-0.789602,-0.772773,-0.756391,-0.740478
275,36.4016,-0.779083,-0.790984,-0.785677,-0.772398,-0.755919,-0.739879,-0.724297
276,36.8419,-0.762103,-0.773756,-0.768561,-0.755559,-0.739425,-0.72372,-0.708462
277,37.2872,-0.745485,-0.756894,-0.751808,-0.739081,-0.723282,-0.707906,-0.692967
278,37.7377,-0.729221,-0.740392,-0.735414,-0.722954,-0.707485,-0.69243,-0.677803
279,38.1935,-0.713305,-0.724242,-0.719369,-0.707171,-0.692026,-0.677286,-0.662965
280,38.6545,-0.697728,-0.708437,-0.703667,-0.691725,-0.676897,-0.662466,-0.648445
281,39.1209,-0.682485,-0.692969,-0.6883,-0.67661,-0.662092,-0.647964,-0.634236
282,39.5926,-0.667567,-0.677831,-0.673261,-0.661818,-0.647604,-0.633773,-0.620334
283,40.0698,-0.652969,-0.663018,-0.658545,-0.647343,-0.633428,-0.619887,-0.60673
284,40.5526,-0.638683,-0.648521,-0.644144,-0.633178,-0.619555,-0.606299,-0.593418
285,41.0409,-0.624704,-0.634335,-0.630051,-0.619316,-0.60598,-0.593003,-0.580393
286,41.5349,-0.611025,-0.620453,-0.61626,-0.605753,-0.592697,-0.579994,-0.567649
287,42.0347,-0.597639,-0.606869,-0.602765,-0.59248,-0.579699,-0.567264,-0.55518
