gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4]
51,5.38006,2.84732e-009,1.03025e-008,1.63202e-008,1.03025e-008,2.84732e-009,3.11113e-008,1.12571e-007,1.78324e-007,1.12571e-007,3.11113e-008,1.42662e-007,5.16197e-007,8.17708e-007,5.16197e-007,1.42662e-007,2.36916e-007,8.57241e-007,1.35796e-006,8.57241e-007,2.36916e-007,1.44288e-007,5.22081e-007,8.27029e-007,5.22081e-007,1.44288e-007
52,5.58461,1.69786e-009,6.14341e-009,9.73177e-009,6.14341e-009,1.69786e-009,1.863e-008,6.74096e-008,1.06784e-007,6.74096e-008,1.863e-008,8.62286e-008,3.12003e-007,4.94244e-007,3.12003e-007,8.62286e-008,1.44505e-007,5.22865e-007,8.2827e-007,5.22865e-007,1.44505e-007,8.85757e-008,3.20496e-007,5.07697e-007,3.20496e-007,8.85757e-008
53,5.79515,1.03734e-009,3.75343e-009,5.9458e-009,3.75343e-009,1.03734e-009,1.15107e-008,4.16495e-008,6.5977e-008,4.16495e-008,1.15107e-008,5.34632e-008,1.93447e-007,3.0644e-007,1.93447e-007,5.34632e-008,8.97706e-008,3.24819e-007,5.14546e-007,3.24819e-007,8.97706e-008,5.51174e-008,1.99433e-007,3.15922e-007,1.99433e-007,5.51174e-008
54,6.01186,5.92829e-010,2.14505e-009,3.39797e-009,2.14505e-009,5.92829e-010,6.3607e-009,2.30151e-008,3.64582e-008,2.30151e-008,6.3607e-009,2.91037e-008,1.05307e-007,1.66816e-007,1.05307e-007,2.91037e-008,4.86998e-008,1.76212e-007,2.79137e-007,1.76212e-007,4.86998e-008,2.99096e-008,1.08223e-007,1.71435e-007,1.08223e-007,2.99096e-008
55,6.23493,3.46099e-010,1.2523e-009,1.98377e-009,1.2523e-009,3.46099e-010,3.81778e-009,1.3814e-008,2.18827e-008,1.3814e-008,3.81778e-009,1.77414e-008,6.41942e-008,1.0169e-007,6.41942e-008,1.77414e-008,2.99627e-008,1.08415e-007,1.7174e-007,1.08415e-007,2.99627e-008,1.85109e-008,6.69785e-008,1.06101e-007,6.69785e-008,1.85109e-008
56,6.46452,1.90664e-010,6.89883e-010,1.09284e-009,6.89883e-010,1.90664e-010,2.08357e-009,7.53905e-009,1.19426e-008,7.53905e-009,2.08357e-009,9.6829e-009,3.50359e-008,5.55004e-008,3.50359e-008,9.6829e-009,1.64399e-008,5.94848e-008,9.42299e-008,5.94848e-008,1.64399e-008,1.02112e-008,3.69476e-008,5.85287e-008,3.69476e-008,1.02112e-008
57,6.70085,1.0694e-010,3.86943e-010,6.12957e-010,3.86943e-010,1.0694e-010,1.17673e-009,4.2578e-009,6.74478e-009,4.2578e-009,1.17673e-009,5.50995e-009,1.99368e-008,3.15819e-008,1.99368e-008,5.50995e-009,9.37153e-009,3.39093e-008,5.37157e-008,3.39093e-008,9.37153e-009,5.81404e-009,2.10371e-008,3.33248e-008,2.10371e-008,5.81404e-009
58,6.94411,6.01011e-011,2.17465e-010,3.44487e-010,2.17465e-010,6.01011e-011,6.72774e-010,2.43432e-009,3.8562e-009,2.43432e-009,6.72774e-010,3.20259e-009,1.1588e-008,1.83566e-008,1.1588e-008,3.20259e-009,5.51341e-009,1.99493e-008,3.16017e-008,1.99493e-008,5.51341e-009,3.44667e-009,1.24712e-008,1.97556e-008,1.24712e-008,3.44667e-009
59,7.19449,3.2175e-011,1.1642e-010,1.84421e-010,1.1642e-010,3.2175e-011,3.58192e-010,1.29605e-009,2.05308e-009,1.29605e-009,3.58192e-010,1.70896e-009,6.18356e-009,9.79537e-009,6.18356e-009,1.70896e-009,2.96538e-009,1.07297e-008,1.6997e-008,1.07297e-008,2.96538e-009,1.86812e-009,6.75948e-009,1.07077e-008,6.75948e-009,1.86812e-009
60,7.45221,1.72517e-011,6.24222e-011,9.88829e-011,6.24222e-011,1.72517e-011,1.89385e-010,6.85257e-010,1.08551e-009,6.85257e-010,1.89385e-010,8.84991e-010,3.20219e-009,5.07258e-009,3.20219e-009,8.84991e-010,1.50722e-009,5.45361e-009,8.63906e-009,5.45361e-009,1.50722e-009,9.37423e-010,3.3919e-009,5.37311e-009,3.3919e-009,9.37423e-010
