gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
175,249.186,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112,229.112
176,256.535,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869,235.869
177,264.1,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824,242.824
178,271.886,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983,249.983
179,279.901,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351,257.351
180,288.15,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935,264.935
181,296.641,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742,272.742
182,305.381,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777,280.777
183,314.377,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048,289.048
184,323.636,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561,297.561
185,333.167,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323,306.323
186,342.977,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341,315.341
187,353.075,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624,324.624
188,363.469,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177,334.177
189,374.167,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009,344.009
190,385.179,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127,354.127
191,396.513,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537,364.537
192,408.179,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249,375.249
193,420.188,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266,386.266
194,432.548,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592,397.592
195,445.271,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226,409.226
196,458.366,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136,421.136
197,471.845,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322,433.322
198,485.719,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864,445.864
199,500,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828,458.828
