gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
174,242.046,189.602,189.602,189.602,189.484,189.484,189.484,189.344,189.344,189.344,189.19,189.19,189.19,189.031,189.031,189.031
175,249.186,195.307,195.307,195.307,195.189,195.189,195.189,195.049,195.049,195.049,194.894,194.894,194.894,194.736,194.736,194.736
176,256.535,201.18,201.18,201.18,201.062,201.062,201.062,200.922,200.922,200.922,200.768,200.768,200.768,200.609,200.609,200.609
177,264.1,207.226,207.226,207.226,207.108,207.108,207.108,206.969,206.969,206.969,206.814,206.814,206.814,206.655,206.655,206.655
178,271.886,213.45,213.45,213.45,213.332,213.332,213.332,213.193,213.193,213.193,213.038,213.038,213.038,212.88,212.88,212.88
179,279.901,219.858,219.858,219.858,219.74,219.74,219.74,219.6,219.6,219.6,219.446,219.446,219.446,219.287,219.287,219.287
180,288.15,226.454,226.454,226.454,226.336,226.336,226.336,226.196,226.196,226.196,226.042,226.042,226.042,225.883,225.883,225.883
181,296.641,233.244,233.244,233.244,233.126,233.126,233.126,232.987,232.987,232.987,232.832,232.832,232.832,232.673,232.673,232.673
182,305.381,240.234,240.234,240.234,240.116,240.116,240.116,239.977,239.977,239.977,239.822,239.822,239.822,239.663,239.663,239.663
183,314.377,247.429,247.429,247.429,247.311,247.311,247.311,247.172,247.172,247.172,247.018,247.018,247.018,246.859,246.859,246.859
184,323.636,254.836,254.836,254.836,254.719,254.719,254.719,254.58,254.58,254.58,254.425,254.425,254.425,254.267,254.267,254.267
185,333.167,262.461,262.461,262.461,262.344,262.344,262.344,262.205,262.205,262.205,262.05,262.05,262.05,261.892,261.892,261.892
186,342.977,270.31,270.31,270.31,270.193,270.193,270.193,270.053,270.053,270.053,269.899,269.899,269.899,269.741,269.741,269.741
187,353.075,278.39,278.39,278.39,278.273,278.273,278.273,278.133,278.133,278.133,277.979,277.979,277.979,277.821,277.821,277.821
188,363.469,286.708,286.708,286.708,286.59,286.59,286.59,286.451,286.451,286.451,286.296,286.296,286.296,286.138,286.138,286.138
189,374.167,295.27,295.27,295.27,295.152,295.152,295.152,295.013,295.013,295.013,294.859,294.859,294.859,294.701,294.701,294.701
190,385.179,304.084,304.084,304.084,303.966,303.966,303.966,303.827,303.827,303.827,303.673,303.673,303.673,303.516,303.516,303.516
191,396.513,313.157,313.157,313.157,313.039,313.039,313.039,312.9,312.9,312.9,312.746,312.746,312.746,312.589,312.589,312.589
192,408.179,322.496,322.496,322.496,322.379,322.379,322.379,322.24,322.24,322.24,322.086,322.086,322.086,321.928,321.928,321.928
193,420.188,332.11,332.11,332.11,331.993,331.993,331.993,331.854,331.854,331.854,331.7,331.7,331.7,331.542,331.542,331.542
194,432.548,342.007,342.007,342.007,341.889,341.889,341.889,341.751,341.751,341.751,341.597,341.597,341.597,341.439,341.439,341.439
195,445.271,352.191,352.191,352.191,352.073,352.073,352.073,351.935,351.935,351.935,351.781,351.781,351.781,351.623,351.623,351.623
196,458.366,362.672,362.672,362.672,362.555,362.555,362.555,362.417,362.417,362.417,362.262,362.262,362.262,362.105,362.105,362.105
197,471.845,373.467,373.467,373.467,373.349,373.349,373.349,373.21,373.21,373.21,373.055,373.055,373.055,372.896,372.896,372.896
198,485.719,384.575,384.575,384.575,384.457,384.457,384.457,384.318,384.318,384.318,384.163,384.163,384.163,384.003,384.003,384.003
199,500,396.01,396.01,396.01,395.893,395.893,395.893,395.754,395.754,395.754,395.6,395.6,395.6,395.441,395.441,395.441
