gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
271,34.6904,-0.912446,-0.899076,-0.885967,-0.873089,-0.860443,-0.84802,-0.835818
272,35.1109,-0.899484,-0.886245,-0.873268,-0.860522,-0.848006,-0.83571,-0.823637
273,35.5362,-0.886659,-0.87355,-0.860705,-0.84809,-0.835703,-0.823536,-0.811589
274,35.9664,-0.873969,-0.860991,-0.848277,-0.835792,-0.823534,-0.811496,-0.799675
275,36.4016,-0.861414,-0.848566,-0.835984,-0.823629,-0.8115,-0.799589,-0.787894
276,36.8419,-0.848994,-0.836276,-0.823824,-0.811599,-0.799598,-0.787814,-0.776246
277,37.2872,-0.836708,-0.824119,-0.811798,-0.799702,-0.78783,-0.776172,-0.764729
278,37.7377,-0.824556,-0.812096,-0.799905,-0.787938,-0.776193,-0.764661,-0.753343
279,38.1935,-0.812536,-0.800205,-0.788144,-0.776305,-0.764687,-0.753281,-0.742087
280,38.6545,-0.800649,-0.788448,-0.776514,-0.764803,-0.753312,-0.742031,-0.730961
281,39.1209,-0.788894,-0.776823,-0.765016,-0.753432,-0.742067,-0.730911,-0.719964
282,39.5926,-0.777269,-0.765329,-0.753647,-0.742191,-0.730951,-0.719919,-0.709095
283,40.0698,-0.765776,-0.753964,-0.742409,-0.731078,-0.719963,-0.709055,-0.698354
