gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
175,249.186,227.259,227.259,227.259,227.232,227.232,227.232,227.201,227.201,227.201,227.166,227.166,227.166,227.13,227.13,227.13
176,256.535,234.013,234.013,234.013,233.986,233.986,233.986,233.955,233.955,233.955,233.92,233.92,233.92,233.885,233.885,233.885
177,264.1,240.965,240.965,240.965,240.939,240.939,240.939,240.907,240.907,240.907,240.873,240.873,240.873,240.837,240.837,240.837
178,271.886,248.121,248.121,248.121,248.095,248.095,248.095,248.063,248.063,248.063,248.029,248.029,248.029,247.993,247.993,247.993
179,279.901,255.487,255.487,255.487,255.46,255.46,255.46,255.429,255.429,255.429,255.394,255.394,255.394,255.359,255.359,255.359
180,288.15,263.069,263.069,263.069,263.042,263.042,263.042,263.011,263.011,263.011,262.976,262.976,262.976,262.941,262.941,262.941
181,296.641,270.873,270.873,270.873,270.846,270.846,270.846,270.815,270.815,270.815,270.78,270.78,270.78,270.745,270.745,270.745
182,305.381,278.905,278.905,278.905,278.879,278.879,278.879,278.848,278.848,278.848,278.813,278.813,278.813,278.777,278.777,278.777
183,314.377,287.173,287.173,287.173,287.147,287.147,287.147,287.116,287.116,287.116,287.081,287.081,287.081,287.045,287.045,287.045
184,323.636,295.684,295.684,295.684,295.657,295.657,295.657,295.626,295.626,295.626,295.591,295.591,295.591,295.556,295.556,295.556
185,333.167,304.443,304.443,304.443,304.417,304.417,304.417,304.385,304.385,304.385,304.351,304.351,304.351,304.315,304.315,304.315
186,342.977,313.459,313.459,313.459,313.432,313.432,313.432,313.401,313.401,313.401,313.366,313.366,313.366,313.331,313.331,313.331
187,353.075,322.738,322.738,322.738,322.711,322.711,322.711,322.68,322.68,322.68,322.645,322.645,322.645,322.61,322.61,322.61
188,363.469,332.288,332.288,332.288,332.261,332.261,332.261,332.23,332.23,332.23,332.195,332.195,332.195,332.16,332.16,332.16
189,374.167,342.117,342.117,342.117,342.09,342.09,342.09,342.059,342.059,342.059,342.024,342.024,342.024,341.988,341.988,341.988
190,385.179,352.23,352.23,352.23,352.203,352.203,352.203,352.172,352.172,352.172,352.137,352.137,352.137,352.101,352.101,352.101
191,396.513,362.636,362.636,362.636,362.609,362.609,362.609,362.577,362.577,362.577,362.542,362.542,362.542,362.506,362.506,362.506
192,408.179,373.341,373.341,373.341,373.315,373.315,373.315,373.283,373.283,373.283,373.247,373.247,373.247,373.211,373.211,373.211
193,420.188,384.351,384.351,384.351,384.324,384.324,384.324,384.292,384.292,384.292,384.257,384.257,384.257,384.22,384.22,384.22
194,432.548,395.671,395.671,395.671,395.644,395.644,395.644,395.613,395.613,395.613,395.577,395.577,395.577,395.54,395.54,395.54
195,445.271,407.3,407.3,407.3,407.273,407.273,407.273,407.24,407.24,407.24,407.204,407.204,407.204,407.166,407.166,407.166
196,458.366,419.193,419.193,419.193,419.164,419.164,419.164,419.13,419.13,419.13,419.093,419.093,419.093,419.054,419.054,419.054
197,471.845,431.36,431.36,431.36,431.33,431.33,431.33,431.295,431.295,431.295,431.258,431.258,431.258,431.219,431.219,431.219
198,485.719,443.884,443.884,443.884,443.855,443.855,443.855,443.821,443.821,443.821,443.783,443.783,443.783,443.744,443.744,443.744
199,500,456.85,456.85,456.85,456.818,456.818,456.818,456.781,456.781,456.781,456.739,456.739,456.739,456.696,456.696,456.696
